timestamp,can_id,data
0.000000000,0x1A4,9D 79 01 80 7F 31 80 1C
0.000000000,0x316,D1 1A 67 06 FB 40 D6 BD
0.000000000,0x427,57 52 68 46 90 3B B1 3E
0.010000000,0x1A4,DE 56 04 00 E9 C1 B8 23
0.010000000,0x316,A9 60 89 BC A7 1F 3D 1A
0.010000000,0x427,6D 2D 3C AD B3 66 9C BD
0.020000000,0x1A4,50 E1 05 80 34 24 9D 8B
0.020000000,0x316,82 9F 41 16 69 84 2A 97
0.020000000,0x427,99 11 03 6C F3 E8 22 08
0.030000000,0x1A4,6E CA 00 00 5A 69 FC 17
0.030000000,0x316,8B A8 F8 37 18 AA 8F 3B
0.030000000,0x427,D1 F6 5E 81 44 E6 1D 9A
0.040000000,0x1A4,B3 0F 03 00 A6 C1 AD 8F
0.040000000,0x316,29 06 E7 32 B1 0F 4D B7
0.040000000,0x427,89 D3 5E A6 8C 08 8A B3
0.050000000,0x1A4,F6 48 01 80 A4 A6 65 6B
0.050000000,0x316,E0 CB 6E 38 2A 5D FF 72
0.050000000,0x427,AC 1D DA 96 90 81 37 47
0.060000000,0x1A4,8B D5 06 80 4B 77 8A DE
0.060000000,0x316,1F E7 A9 01 0B 33 41 C2
0.060000000,0x427,BD 2B 4A CE C4 6E DF 28
0.070000000,0x1A4,7A 43 01 80 11 75 30 6C
0.070000000,0x316,76 A8 1A 57 89 93 22 47
0.070000000,0x427,30 81 CD 27 7B CD 1E 37
0.080000000,0x1A4,63 EA 03 80 EE 59 74 C3
0.080000000,0x316,79 0F 2B 56 ED 73 2A 1A
0.080000000,0x427,11 31 BE 17 7D EA 42 61
0.090000000,0x1A4,97 67 02 00 8E 12 E6 5B
0.090000000,0x316,13 64 F5 D8 71 7B 0D 58
0.090000000,0x427,03 CA 8D 9A A6 A3 B7 43
0.100000000,0x1A4,7F F5 07 80 63 91 1F 0B
0.100000000,0x316,D0 B3 CF BA 66 DE 9C 75
0.100000000,0x427,85 3E 46 89 78 9B F4 1F
0.110000000,0x1A4,4C 1D 06 80 A1 8C 1B EC
0.110000000,0x316,13 A1 E7 60 E8 3F 2C 14
0.110000000,0x427,F1 88 52 8D 41 BB 0D 4B
0.120000000,0x1A4,32 DD 03 80 AE 89 EE A0
0.120000000,0x316,7A 4F 57 9E 2F F7 AC E2
0.120000000,0x427,C1 D2 98 DC F0 1C 94 5C
0.130000000,0x1A4,BF 59 05 80 2C D3 39 31
0.130000000,0x316,F0 D1 5E B4 D2 5D CE 11
0.130000000,0x427,99 25 BB 0B 99 8D 48 A9
0.140000000,0x1A4,8E 8A 07 00 8A CE E7 C5
0.140000000,0x316,4D 54 15 4A 4C 7A 37 FC
0.140000000,0x427,31 3F 6D 14 26 1A F6 DA
0.150000000,0x1A4,F8 2E 00 00 B2 DF D1 DD
0.150000000,0x316,D0 3A DB 19 D7 F3 4F 61
0.150000000,0x427,39 47 29 47 93 B2 12 74
0.160000000,0x1A4,2F 37 04 80 DE 42 88 D5
0.160000000,0x316,41 A4 65 5D E9 B2 A3 29
0.160000000,0x427,08 2E C4 5E 53 05 F3 5A
0.170000000,0x1A4,AE 40 02 00 A4 99 90 AB
0.170000000,0x316,85 A8 58 44 FE 7E AA B3
0.170000000,0x427,49 98 C8 EF D8 FA FC AE
0.180000000,0x1A4,AB A5 05 80 57 6F 47 12
0.180000000,0x316,73 02 F0 9B E3 EF 8D A2
0.180000000,0x427,01 BE CF 2B 07 64 BD 88
0.190000000,0x1A4,D4 0D 00 80 CB ED AB 3E
0.190000000,0x316,EF BE D4 29 72 AF 56 76
0.190000000,0x427,F7 FD 23 61 F3 4C 1B 45
0.200000000,0x1A4,E6 66 01 80 A2 6F E6 EC
0.200000000,0x316,28 06 D7 A3 C4 61 2B B0
0.200000000,0x427,39 42 94 8E 26 B3 38 38
0.210000000,0x1A4,2F E1 02 80 7F 31 04 53
0.210000000,0x316,A5 24 C5 D7 CC 32 B0 C4
0.210000000,0x427,39 EE A7 C6 0D F3 51 0E
0.220000000,0x1A4,F9 E4 02 00 AB A7 61 D2
0.220000000,0x316,A3 B8 37 08 4E 7B 17 CE
0.220000000,0x427,FC 87 C1 50 5B BC B2 66
0.230000000,0x1A4,9E AA 02 00 81 BC F1 10
0.230000000,0x316,AC F8 02 36 E0 49 C3 E9
0.230000000,0x427,E4 87 62 F1 3E B6 32 91
0.240000000,0x1A4,EE A0 01 80 CF 3A C9 B7
0.240000000,0x316,D7 BA 8E 50 6F B1 6E 36
0.240000000,0x427,15 D4 CA A7 B1 9E CD 7F
0.250000000,0x1A4,D0 21 00 00 4D 98 7A E2
0.250000000,0x316,65 CA 1F EA B2 F0 91 A4
0.250000000,0x427,A9 50 77 75 83 3B 93 24
0.260000000,0x1A4,DE 2F 07 00 1D D0 BE 23
0.260000000,0x316,F8 FA 22 3F 19 99 B7 BE
0.260000000,0x427,7B D2 B5 8F 68 6A FA 89
0.270000000,0x1A4,BC 08 03 00 06 4C 3C BF
0.270000000,0x316,79 6D A7 95 C7 D6 AD 6D
0.270000000,0x427,75 B8 D7 E5 F0 69 62 95
0.280000000,0x1A4,97 1C 07 00 97 CC AB 5C
0.280000000,0x316,B8 67 25 38 E4 BD 50 FF
0.280000000,0x427,F0 9F 5E FF 84 B5 69 23
0.290000000,0x1A4,A8 50 00 80 DF 0D 57 7E
0.290000000,0x316,D8 D6 45 17 8A F0 7A C1
0.290000000,0x427,95 D1 0F 0C 96 3D 71 DC
0.300000000,0x1A4,35 F7 01 00 DF 9B 20 27
0.300000000,0x316,C4 4D A0 A0 81 94 F4 28
0.300000000,0x427,8C B6 C5 CA 54 04 34 AE
0.310000000,0x1A4,E8 AC 02 00 34 43 AE 98
0.310000000,0x316,10 5A 43 10 45 1C 80 62
0.310000000,0x427,22 CD B1 61 C9 24 8C 98
0.320000000,0x1A4,99 CF 01 80 02 1E D2 77
0.320000000,0x316,A9 09 74 87 EC AC 5C 40
0.320000000,0x427,B9 97 98 F8 5B 36 A0 8D
0.330000000,0x1A4,ED 0E 04 80 2F 26 43 F1
0.330000000,0x316,90 6B F0 02 A7 0D 27 AE
0.330000000,0x427,B9 39 81 B8 4B 43 53 1D
0.340000000,0x1A4,17 92 04 80 FD 7E 81 E2
0.340000000,0x316,34 E3 76 89 10 87 39 C0
0.340000000,0x427,C8 A7 4E 44 E3 E2 C2 C4
0.350000000,0x1A4,93 12 06 80 6F BD 15 57
0.350000000,0x316,E9 AE 8E 1C 08 D3 22 4B
0.350000000,0x427,9A C6 4C 6F CA 06 7D 28
0.360000000,0x1A4,A3 3C 07 00 59 AF D4 00
0.360000000,0x316,CC 47 2D F4 72 06 DB B8
0.360000000,0x427,ED E5 37 E0 0B FE 3C B8
0.370000000,0x1A4,E2 76 05 00 8B A8 CD F8
0.370000000,0x316,5F 69 26 80 6E F4 0F C3
0.370000000,0x427,34 21 BC 2D 1C 6D F7 81
0.380000000,0x1A4,6F FA 01 80 5C BD 3D 1B
0.380000000,0x316,16 4E DA DE 6E AC 13 A0
0.380000000,0x427,A8 E0 66 4C 77 A4 77 D7
0.390000000,0x1A4,A7 31 02 80 D4 31 F6 81
0.390000000,0x316,C7 78 E5 9B 89 D6 EB 32
0.390000000,0x427,7D 79 20 27 6C D1 B8 5F
0.400000000,0x1A4,61 E8 03 80 15 47 5B 29
0.400000000,0x316,62 BE 14 8A 3F 8F 18 F4
0.400000000,0x427,8F 10 54 C7 C5 A3 24 EC
0.410000000,0x1A4,1E 42 05 80 DD 63 22 EB
0.410000000,0x316,D1 7A 25 00 B4 6E 54 99
0.410000000,0x427,3B E4 FB 52 85 43 15 7D
0.420000000,0x1A4,82 6D 04 00 FB 5C A3 1C
0.420000000,0x316,31 68 D9 ED B5 4E EC 5C
0.420000000,0x427,B0 EA F3 E0 8B 05 3E FC
0.430000000,0x1A4,39 08 00 80 2D CB 88 CE
0.430000000,0x316,FF 3E B9 4E 37 BF 4C 3D
0.430000000,0x427,1A 2F D4 0E A9 C2 A9 3D
0.440000000,0x1A4,B8 3C 05 80 E2 4D 3E 91
0.440000000,0x316,76 47 6B F2 07 6C 29 14
0.440000000,0x427,69 62 ED 15 CF 4B 5E BB
0.450000000,0x1A4,E1 DE 01 00 60 E6 E6 D0
0.450000000,0x316,48 E9 B7 11 00 31 5D FA
0.450000000,0x427,C5 D2 B6 C2 66 6E 5F 88
0.460000000,0x1A4,B4 B9 05 80 50 D7 31 20
0.460000000,0x316,5D 43 DE 20 0C 6E E5 A8
0.460000000,0x427,1E 1B AC 79 CC AC 64 F2
0.470000000,0x1A4,B0 ED 07 80 AB C2 45 2A
0.470000000,0x316,43 C0 DA 43 03 A1 15 87
0.470000000,0x427,9A C5 57 DF 26 BD 49 9B
0.480000000,0x1A4,9F C4 02 00 C0 7C E0 F6
0.480000000,0x316,21 68 38 36 5E 46 CD ED
0.480000000,0x427,FB 4E 0F 8A 53 0F 59 C1
0.490000000,0x1A4,2A C3 04 80 5C 2A 9B B0
0.490000000,0x316,DF A2 7E 33 E6 D2 83 B6
0.490000000,0x427,9A A3 CC 4F FA 5B 24 66
0.500000000,0x1A4,BE 1B 02 80 39 AD F3 AB
0.500000000,0x316,8E 68 5E A6 71 7C 98 5F
0.500000000,0x427,A1 53 27 70 CB 1B 4D E6
0.510000000,0x1A4,B4 D9 07 80 8F 98 94 73
0.510000000,0x316,97 21 FA 1E 1D BE 76 3F
0.510000000,0x427,CF C3 85 39 5C 00 64 10
0.520000000,0x1A4,9B C6 04 00 59 80 62 05
0.520000000,0x316,62 66 9B 96 03 CD CD 8D
0.520000000,0x427,93 CC E8 3A F2 02 A4 96
0.530000000,0x1A4,B6 2A 00 00 56 42 D7 01
0.530000000,0x316,56 9A 2C 12 6E 10 35 B5
0.530000000,0x427,B6 F6 8F A1 E0 59 12 0F
0.540000000,0x1A4,D4 ED 03 00 C6 25 41 11
0.540000000,0x316,26 9B C9 E7 FB AD 0A 08
0.540000000,0x427,C1 10 11 DC 3C F6 96 54
0.550000000,0x1A4,13 B5 03 00 50 BC 9F 83
0.550000000,0x316,2D DF ED 3C 3B 49 4A 47
0.550000000,0x427,A7 20 42 AB E7 1F 44 7C
0.560000000,0x1A4,3A 39 00 00 33 3C 0B 8A
0.560000000,0x316,6F 30 DF 21 2B A2 2D B9
