timestamp,can_id,data
-0.000365856,0x1A4,9D 79 00 00 7F 31 80 1C
-0.000365856,0x316,D1 1A 67 06 FB 40 D6 BD
-0.000365856,0x427,57 52 68 46 90 3B B1 3E
0.010167888,0x1A4,DE 56 00 00 E9 C1 B8 23
0.010167888,0x316,A9 60 89 BC A7 1F 3D 1A
0.010167888,0x427,6D 2D 3C AD B3 66 9C BD
0.021448146,0x1A4,50 E1 00 00 34 24 9D 8B
0.021448146,0x316,82 9F 41 16 69 84 2A 97
0.021448146,0x427,99 11 03 6C F3 E8 22 08
0.028706663,0x1A4,6E CA 00 00 5A 69 FC 17
0.028706663,0x316,8B A8 F8 37 18 AA 8F 3B
0.028706663,0x427,D1 F6 5E 81 44 E6 1D 9A
0.038900638,0x1A4,B3 0F 00 00 A6 C1 AD 8F
0.038900638,0x316,29 06 E7 32 B1 0F 4D B7
0.038900638,0x427,89 D3 5E A6 8C 08 8A B3
0.048116389,0x1A4,F6 48 00 00 A4 A6 65 6B
0.048116389,0x316,E0 CB 6E 38 2A 5D FF 72
0.048116389,0x427,AC 1D DA 96 90 81 37 47
0.058466602,0x1A4,8B D5 00 00 4B 77 8A DE
0.058466602,0x316,1F E7 A9 01 0B 33 41 C2
0.058466602,0x427,BD 2B 4A CE C4 6E DF 28
0.068035223,0x1A4,7A 43 00 00 11 75 30 6C
0.068035223,0x316,76 A8 1A 57 89 93 22 47
0.068035223,0x427,30 81 CD 27 7B CD 1E 37
0.078626761,0x1A4,63 EA 00 00 EE 59 74 C3
0.078626761,0x316,79 0F 2B 56 ED 73 2A 1A
0.078626761,0x427,11 31 BE 17 7D EA 42 61
0.090054853,0x1A4,97 67 00 00 8E 12 E6 5B
0.090054853,0x316,13 64 F5 D8 71 7B 0D 58
0.090054853,0x427,03 CA 8D 9A A6 A3 B7 43
0.101957972,0x1A4,7F F5 00 00 63 91 1F 0B
0.101957972,0x316,D0 B3 CF BA 66 DE 9C 75
0.101957972,0x427,85 3E 46 89 78 9B F4 1F
0.110774041,0x1A4,4C 1D 00 00 A1 8C 1B EC
0.110774041,0x316,13 A1 E7 60 E8 3F 2C 14
0.110774041,0x427,F1 88 52 8D 41 BB 0D 4B
0.119513706,0x1A4,32 DD 00 00 AE 89 EE A0
0.119513706,0x316,7A 4F 57 9E 2F F7 AC E2
0.119513706,0x427,C1 D2 98 DC F0 1C 94 5C
0.129620191,0x1A4,BF 59 00 00 2C D3 39 31
0.129620191,0x316,F0 D1 5E B4 D2 5D CE 11
0.129620191,0x427,99 25 BB 0B 99 8D 48 A9
0.140765239,0x1A4,8E 8A 00 00 8A CE E7 C5
0.140765239,0x316,4D 54 15 4A 4C 7A 37 FC
0.140765239,0x427,31 3F 6D 14 26 1A F6 DA
0.149304479,0x1A4,F8 2E 00 00 B2 DF D1 DD
0.149304479,0x316,D0 3A DB 19 D7 F3 4F 61
0.149304479,0x427,39 47 29 47 93 B2 12 74
0.158294214,0x1A4,2F 37 00 00 DE 42 88 D5
0.158294214,0x316,41 A4 65 5D E9 B2 A3 29
0.158294214,0x427,08 2E C4 5E 53 05 F3 5A
0.171366092,0x1A4,AE 40 00 00 A4 99 90 AB
0.171366092,0x316,85 A8 58 44 FE 7E AA B3
0.171366092,0x427,49 98 C8 EF D8 FA FC AE
0.180468880,0x1A4,AB A5 00 00 57 6F 47 12
0.180468880,0x316,73 02 F0 9B E3 EF 8D A2
0.180468880,0x427,01 BE CF 2B 07 64 BD 88
0.188448039,0x1A4,D4 0D 00 00 CB ED AB 3E
0.188448039,0x316,EF BE D4 29 72 AF 56 76
0.188448039,0x427,F7 FD 23 61 F3 4C 1B 45
0.198280267,0x1A4,E6 66 00 00 A2 6F E6 EC
0.198280267,0x316,28 06 D7 A3 C4 61 2B B0
0.198280267,0x427,39 42 94 8E 26 B3 38 38
0.208378510,0x1A4,2F E1 00 00 7F 31 04 53
0.208378510,0x316,A5 24 C5 D7 CC 32 B0 C4
0.208378510,0x427,39 EE A7 C6 0D F3 51 0E
0.221835693,0x1A4,F9 E4 00 00 AB A7 61 D2
0.221835693,0x316,A3 B8 37 08 4E 7B 17 CE
0.221835693,0x427,FC 87 C1 50 5B BC B2 66
0.228430867,0x1A4,9E AA 00 00 81 BC F1 10
0.228430867,0x316,AC F8 02 36 E0 49 C3 E9
0.228430867,0x427,E4 87 62 F1 3E B6 32 91
